22910603,0,0
22910609,2,6
22910585,0,6
22910605,2,2
22911401,-4,-2
22913218,4,4
22915471,8,6
22919374,10,8
22914535,6,-2
22928278,8,8
22930770,6,6
22930924,4,4
22935304,-2,-4
22935320,6,6
22935327,6,6
22935329,8,8
22935338,4,6
22935345,-2,2
22935347,2,6
22935354,2,-2
22935361,0,0
22935363,6,6
22935370,2,2
22935372,6,6
22935377,-4,-2
22935379,6,6
22935386,-4,-4
22935388,2,4
22935397,2,2
22935402,-2,4
22935404,10,10
22935406,-2,2
22935411,8,8
22935413,6,6
22935420,4,6
22935427,8,10
22935303,6,6
22935305,4,6
22935310,6,6
22935306,8,8
22935307,6,6
22935323,-2,2
22935324,2,2
22935325,8,8
22935326,8,6
22935316,6,6
22935317,4,6
22935331,2,6
22935332,4,6
22935333,-2,-2
22935334,6,6
22935340,8,6
22935341,4,4
22935342,6,6
22935343,4,4
22935348,6,4
22935349,6,6
22935350,8,10
22935351,6,6
22935365,6,4
22935366,6,6
22935359,2,6
22935360,-2,2
22935373,0,0
22935374,2,2
22935375,6,6
22935376,4,2
22935390,4,4
22935312,6,6
22935314,2,6
22935319,6,10
22935321,6,6
22910125,10,8
22912117,0,0
22912118,0,0
22912127,6,8
22912113,-2,4
22912128,-4,-4
22912131,0,0
22912103,-4,-2
22925903,6,8
22934266,6,6
22940684,4,2
22941134,8,4
22987791,6,4
22998023,4,4
23006755,6,6
23015820,6,6
23025215,6,4
23026726,0,10
23026966,10,8
23027129,2,4
23027706,-2,2
23028181,6,10
23028434,0,8
23028445,0,8
23031823,4,4
23043520,-2,2
23048709,-4,2
23065104,8,8
23065173,6,6
23087668,-4,4
23087932,6,4
23088820,6,6
23089135,6,4
23089466,4,-4
23089669,8,4
23089887,6,8
23089820,6,6
23090291,2,4
23092036,6,8
23092384,2,4
23092557,2,2
23092578,2,2
23093075,0,8
23093381,8,2
23093497,10,6
23093735,4,2
23093932,6,6
23094195,2,6
23094482,2,4
23095289,0,8
23095226,0,10
23095625,6,6
23095627,6,8
23095579,0,10
23095611,4,10
23095620,8,8
23095624,6,6
23096677,0,10
23098581,6,8
23098583,10,8
23098589,10,8
23098591,6,6
23098582,10,10
23098586,6,6
23098587,6,6
23098584,8,8
23098588,8,10
23098637,2,6
23098592,10,10
23098699,2,6
23098703,2,4
23098862,8,8
23099578,4,8
23099595,0,8
23099820,4,4
23099776,10,10
23100287,2,6
23100288,6,6
23100289,6,6
23100290,6,6
23100282,4,8
23100284,10,10
23100291,8,10
22923003,6,10
22926956,8,6
23445541,-2,0
23445500,6,4
23445514,0,0
23445488,8,8
23445495,4,4
23445502,8,8
23445656,6,4
23445785,6,4
23445937,8,8
23446056,10,10
23446048,6,4
23446993,0,0
23447248,6,6
23447276,2,4
23447295,-2,-4
23447300,6,4
23447387,8,6
23447774,10,8
23447810,6,6
23448062,8,4
23448214,10,6
23448258,-2,2
23448166,4,6
23453189,6,8
23453329,8,8
23462714,6,8
23462853,4,6
23462862,6,8
23462861,4,6
23462909,6,8
23462959,0,0
23462947,6,8
23463028,6,4
23463043,6,6
23463024,6,6
23463027,2,4
23463161,8,6
22909219,10,10
22911729,6,6
22912334,10,10
22912518,8,8
22912538,6,6
22912493,6,6
22912495,0,0
22912502,8,6
22912583,10,10
22912608,6,6
22912609,-4,4
22912622,2,8
22912630,2,4
22912626,4,8
22912548,-2,4
22912561,6,6
22912594,4,10
22912537,8,8
22912563,6,8
22912572,0,0
22912610,-2,0
22915911,8,8
22923713,10,10
22923834,4,6
22925697,10,8
22926166,4,2
22926177,8,8
22930413,4,8
22934867,-4,4
22941860,6,6
22943872,0,0
22935328,-2,2
22935368,10,10
22935382,-4,-2
22935383,-2,2
22935384,6,6
22935385,6,2
22935398,6,6
22935339,10,8
22935344,10,10
22935346,4,6
22935353,6,8
22935355,6,6
22935362,6,8
22935364,6,-2
22935391,2,2
22935392,-2,-2
22935393,-4,-4
22935407,4,6
22913392,6,10
22913563,0,0
22913538,0,0
22913548,10,8
22913549,6,6
22913553,0,0
22913550,4,6
22913682,6,6
22916768,0,0
22922585,10,10
22945965,6,6
22947621,8,8
22960059,6,4
22963904,2,2
22965490,8,6
22976850,8,6
22989133,6,6
23032368,6,6
23051709,2,6
23069064,8,10
23186938,8,8
23204649,8,8
23208707,6,4
23281370,6,8
23403907,-2,4
23407222,6,10
23412590,6,4
23415446,6,8
23419451,8,10
23421709,8,8
23422498,8,10
23422769,0,0
23422861,2,4
23425044,10,8
23425308,6,8
23427214,-2,-2
23435341,8,8
23436244,4,-2
23436364,6,8
23444419,-4,2
23444468,6,8
23444594,8,10
23444418,8,6
23444458,2,6
23444446,6,4
23444452,8,6
23444461,6,6
23444469,6,10
23444460,8,6
23444472,6,8
23444474,-4,2
23444478,6,6
23444484,0,-2
23444465,2,-2
23444479,6,2
23444597,6,8
23444589,2,2
23444615,8,4
23444933,6,4
22943871,0,0
22945143,6,6
22947538,2,2
22949267,2,2
22956649,6,8
22960864,6,4
22963758,6,6
22965827,0,0
22966451,6,2
22975490,8,8
22976323,0,-2
22976584,8,6
22977587,4,6
22977619,6,6
22978261,2,4
22979643,10,8
22980337,4,-2
22980478,4,-4
22980562,4,6
22980730,2,2
22981153,10,10
22981185,8,8
22981211,8,8
22981814,6,8
22982149,2,4
22982440,8,8
22982456,0,10
22982448,10,10
22982450,6,6
22982465,6,8
22982467,8,6
22983256,8,10
22983315,10,8
22984293,6,8
22984367,8,10
22984658,6,8
22985014,2,4
22985332,8,10
22985301,6,4
22987012,8,10
22988279,8,8
22988592,10,10
22988817,10,8
22990688,8,8
22990899,4,6
22991577,6,8
22997029,-4,4
22999078,-2,2
23001441,0,8
23004453,2,6
23005199,6,2
23005140,8,6
22911058,0,10
22915174,-4,-2
22915625,-2,-2
22922616,8,8
22928348,6,4
22941235,6,-2
22945315,6,6
22951933,2,6
22958148,2,-2
22965979,6,6
22967070,8,8
22972783,0,10
22977303,6,6
22988809,0,10
22992863,4,10
22992937,6,6
23008930,-2,-2
23009714,2,4
23025822,6,6
23062116,2,4
23073701,6,10
23074817,6,6
23076745,8,8
23088214,-2,2
23089372,6,6
23093163,6,8
23096139,6,6
23101630,6,6
23108009,6,6
23109419,0,0
23112868,-4,-4
23123184,4,8
23135256,6,2
23138320,-2,-4
23147426,4,6
23154683,2,6
23156531,2,2
23158996,2,2
23159296,4,-2
23163829,6,2
23170435,-4,-2
23173903,0,10
23174714,10,6
23194502,4,4
23203001,4,6
23229566,6,4
23231843,6,8
23233040,4,6
23236252,10,10
23237661,4,2
23237662,0,0
23240712,-2,2
23241797,2,-2
23241958,6,10
23243009,10,10
23243658,-2,-2
23244283,0,10
23244569,0,10
23244806,8,6
23245022,2,2
23245347,10,8
23245396,10,10
23246189,2,-4
23246023,6,6
23246246,6,6
23246935,4,8
23247200,6,6
23247891,6,4
23248135,-2,4
23248137,0,10
23248150,4,4
23248334,0,8
23248306,0,8
23248548,6,8
23248570,0,10
23248613,0,10
23248631,-2,-4
23248748,0,8
23248741,0,10
23248849,4,4
23249035,10,6
23249045,0,10
23249117,0,10
23249149,0,10
23249193,-2,6
23249202,-2,6
23249162,0,10
23249194,2,0
23249200,4,6
23249453,6,6
23249356,6,4
23249475,2,-2
23249538,0,10
